b1	r1
0.361	0.069
0.361	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.068
0.358	0.068
0.36	0.07
0.36	0.07
0.361	0.067
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.364	0.068
0.364	0.068
0.364	0.068
0.364	0.068
0.36	0.07
0.36	0.07
0.361	0.068
0.361	0.068
0.358	0.069
0.358	0.069
0.36	0.071
0.36	0.071
0.36	0.071
0.362	0.068
0.359	0.069
0.36	0.068
0.36	0.068
0.36	0.069
0.358	0.071
0.358	0.071
0.357	0.068
0.364	0.067
0.364	0.067
0.364	0.067
0.364	0.067
0.364	0.067
0.364	0.067
0.364	0.067
0.357	0.068
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.361	0.069
0.361	0.069
0.361	0.069
0.362	0.068
0.362	0.068
0.362	0.068
0.357	0.071
0.357	0.071
0.358	0.068
0.358	0.068
0.362	0.068
0.359	0.07
0.363	0.068
0.36	0.07
0.36	0.068
0.36	0.068
0.36	0.066
0.362	0.066
0.362	0.066
0.36	0.07
0.36	0.067
0.36	0.067
0.36	0.069
0.36	0.069
0.36	0.069
0.357	0.068
0.357	0.068
0.357	0.068
0.361	0.069
0.358	0.071
0.358	0.071
0.358	0.071
0.358	0.071
0.358	0.071
0.358	0.071
0.358	0.071
0.359	0.068
0.358	0.069
0.361	0.068
0.356	0.069
0.363	0.067
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.359	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.357	0.07
0.357	0.07
0.36	0.069
0.36	0.069
0.357	0.07
0.357	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.362	0.068
0.362	0.068
0.362	0.068
0.364	0.067
0.364	0.067
0.361	0.071
0.361	0.071
0.361	0.071
0.361	0.071
0.361	0.071
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.361	0.068
0.361	0.068
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.361	0.068
0.358	0.069
0.359	0.07
0.357	0.071
0.357	0.071
0.357	0.071
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.36	0.07
0.36	0.07
0.359	0.067
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.361	0.069
0.361	0.069
0.36	0.067
0.361	0.068
0.361	0.068
0.361	0.068
0.359	0.07
0.359	0.07
0.359	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.359	0.069
0.359	0.069
0.357	0.071
0.357	0.071
0.358	0.07
0.358	0.07
0.358	0.07
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.071
0.359	0.071
0.359	0.071
0.359	0.071
0.359	0.071
0.359	0.071
0.359	0.071
0.358	0.069
0.358	0.069
0.361	0.067
0.361	0.067
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.362	0.069
0.362	0.069
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.359	0.069
0.359	0.069
0.359	0.068
0.36	0.067
0.356	0.07
0.362	0.067
0.362	0.067
0.361	0.068
0.361	0.068
0.359	0.069
0.359	0.07
0.357	0.072
0.357	0.072
0.357	0.072
0.357	0.072
0.36	0.066
0.36	0.066
0.36	0.066
0.36	0.066
0.36	0.066
0.362	0.067
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.357	0.07
0.357	0.07
0.361	0.069
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.359	0.067
0.363	0.066
0.363	0.066
0.363	0.066
0.363	0.068
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.071
0.361	0.069
0.361	0.069
0.361	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.361	0.068
0.361	0.068
0.36	0.069
0.36	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.359	0.07
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.36	0.067
0.36	0.067
0.36	0.067
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.364	0.067
0.364	0.067
0.364	0.067
0.359	0.073
0.359	0.073
0.359	0.073
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.068
0.358	0.068
0.358	0.07
0.358	0.07
0.359	0.067
0.359	0.067
0.359	0.067
0.359	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.359	0.069
0.359	0.069
0.359	0.069
0.362	0.067
0.362	0.067
0.362	0.067
0.362	0.067
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.359	0.069
0.363	0.067
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.362	0.07
0.362	0.07
0.362	0.07
0.362	0.068
0.358	0.069
0.358	0.069
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.355	0.07
0.355	0.07
0.355	0.07
0.355	0.07
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.361	0.067
0.363	0.07
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.356	0.069
0.356	0.069
0.361	0.066
0.361	0.066
0.361	0.066
0.361	0.066
0.361	0.066
0.364	0.068
0.364	0.068
0.358	0.07
0.362	0.068
0.359	0.07
0.359	0.07
0.36	0.067
0.36	0.069
0.36	0.071
0.36	0.071
0.358	0.069
0.358	0.069
0.358	0.069
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.361	0.069
0.361	0.069
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.359	0.069
0.359	0.069
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.356	0.07
0.356	0.07
0.356	0.07
0.356	0.07
0.356	0.07
0.362	0.069
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.361	0.066
0.361	0.066
0.361	0.066
0.358	0.069
0.358	0.071
0.359	0.067
0.359	0.067
0.359	0.067
0.359	0.067
0.359	0.067
0.359	0.067
0.359	0.067
0.359	0.067
0.36	0.067
0.36	0.067
0.356	0.068
0.356	0.068
0.36	0.069
0.361	0.067
0.361	0.067
0.361	0.067
0.358	0.068
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.362	0.068
0.362	0.068
0.362	0.068
0.358	0.069
0.358	0.069
0.36	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.361	0.07
0.361	0.068
0.361	0.068
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.359	0.07
0.359	0.071
0.358	0.071
0.361	0.07
0.361	0.07
0.356	0.07
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.362	0.067
0.362	0.067
0.362	0.067
0.362	0.067
0.361	0.07
0.36	0.071
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.362	0.066
0.362	0.066
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.36	0.069
0.36	0.069
0.36	0.069
0.359	0.07
0.359	0.07
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.361	0.067
0.358	0.069
0.358	0.069
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.362	0.067
0.362	0.067
0.362	0.067
0.362	0.067
0.362	0.067
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.361	0.068
0.358	0.067
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.36	0.068
0.357	0.071
0.357	0.071
0.357	0.071
0.36	0.068
0.36	0.068
0.359	0.069
0.36	0.07
0.36	0.07
0.36	0.069
0.36	0.07
0.359	0.069
0.359	0.069
0.359	0.069
0.36	0.068
0.357	0.07
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.359	0.07
0.359	0.07
0.362	0.069
0.362	0.069
0.36	0.068
0.355	0.073
0.355	0.073
0.355	0.073
0.355	0.073
0.359	0.07
0.362	0.068
0.36	0.067
0.361	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.357	0.07
0.36	0.07
0.36	0.069
0.36	0.069
0.36	0.069
0.359	0.067
0.359	0.067
0.359	0.067
0.363	0.067
0.363	0.067
0.359	0.07
0.363	0.067
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.358	0.069
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.067
0.358	0.069
0.358	0.069
0.358	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.07
0.361	0.07
0.363	0.067
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.365	0.065
0.358	0.069
0.358	0.069
0.358	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.362	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.362	0.068
0.36	0.07
0.36	0.07
0.362	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.361	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.358	0.071
0.359	0.07
0.355	0.071
0.355	0.071
0.355	0.071
0.355	0.071
0.355	0.071
0.355	0.071
0.355	0.071
0.355	0.071
0.355	0.071
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.359	0.068
0.362	0.067
0.358	0.069
0.358	0.069
0.358	0.07
0.358	0.07
0.358	0.07
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.36	0.066
0.36	0.066
0.357	0.07
0.357	0.07
0.363	0.066
0.363	0.066
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.359	0.07
0.363	0.069
0.363	0.069
0.363	0.069
0.363	0.069
0.363	0.069
0.363	0.069
0.363	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.363	0.068
0.358	0.07
0.358	0.07
0.359	0.068
0.359	0.068
0.358	0.07
0.362	0.069
0.36	0.07
0.36	0.07
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.067
0.361	0.067
0.359	0.071
0.357	0.07
0.357	0.07
0.357	0.068
0.36	0.069
0.36	0.069
0.361	0.067
0.361	0.067
0.362	0.068
0.359	0.068
0.359	0.068
0.363	0.07
0.363	0.07
0.363	0.07
0.363	0.07
0.363	0.07
0.363	0.07
0.363	0.07
0.363	0.07
0.359	0.069
0.359	0.069
0.359	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.364	0.066
0.364	0.066
0.364	0.066
0.364	0.066
0.364	0.066
0.364	0.066
0.364	0.066
0.361	0.068
0.361	0.068
0.361	0.068
0.358	0.069
0.358	0.069
0.361	0.07
0.361	0.07
0.36	0.07
0.362	0.066
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.36	0.069
0.36	0.069
0.357	0.071
0.357	0.071
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.067
0.359	0.069
0.359	0.069
0.356	0.07
0.356	0.07
0.361	0.067
0.361	0.067
0.361	0.067
0.358	0.071
0.358	0.071
0.358	0.071
0.358	0.071
0.358	0.071
0.359	0.069
0.359	0.069
0.359	0.069
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.067
0.356	0.07
0.356	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.357	0.071
0.36	0.068
0.361	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.362	0.069
0.354	0.071
0.354	0.071
0.354	0.071
0.363	0.068
0.363	0.068
0.361	0.069
0.361	0.069
0.361	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.357	0.069
0.357	0.069
0.358	0.07
0.358	0.07
0.355	0.069
0.358	0.071
0.362	0.066
0.362	0.066
0.362	0.066
0.361	0.07
0.361	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.36	0.068
0.358	0.07
0.358	0.07
0.36	0.067
0.358	0.069
0.358	0.069
0.364	0.066
0.364	0.066
0.36	0.066
0.361	0.067
0.361	0.067
0.358	0.069
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.358	0.071
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.36	0.071
0.358	0.068
0.359	0.067
0.359	0.067
0.359	0.067
0.359	0.067
0.359	0.067
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.359	0.069
0.359	0.069
0.356	0.069
0.356	0.069
0.356	0.069
0.356	0.069
0.356	0.069
0.356	0.069
0.358	0.071
0.36	0.07
0.358	0.069
0.36	0.07
0.36	0.07
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.363	0.067
0.363	0.067
0.363	0.067
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.361	0.07
0.357	0.07
0.357	0.07
0.361	0.066
0.361	0.066
0.361	0.066
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.36	0.069
0.361	0.068
0.359	0.068
0.359	0.068
0.359	0.069
0.359	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.069
0.361	0.072
0.361	0.072
0.361	0.072
0.361	0.072
0.361	0.072
0.361	0.072
0.361	0.072
0.361	0.072
0.358	0.071
0.358	0.071
0.358	0.071
0.357	0.07
0.357	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.362	0.07
0.362	0.07
0.359	0.07
0.359	0.07
0.356	0.071
0.356	0.071
0.359	0.068
0.359	0.068
0.359	0.069
0.359	0.069
0.36	0.067
0.36	0.067
0.36	0.067
0.362	0.068
0.362	0.069
0.362	0.069
0.358	0.068
0.358	0.068
0.358	0.069
0.36	0.07
0.36	0.067
0.36	0.067
0.36	0.067
0.361	0.069
0.361	0.069
0.361	0.069
0.357	0.068
0.36	0.069
0.355	0.07
0.358	0.069
0.358	0.069
0.358	0.069
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.36	0.068
0.36	0.069
0.36	0.069
0.363	0.069
0.357	0.071
0.357	0.071
0.357	0.071
0.357	0.071
0.361	0.069
0.361	0.069
0.356	0.068
0.356	0.068
0.356	0.068
0.356	0.068
0.356	0.068
0.356	0.068
0.356	0.068
0.356	0.068
0.356	0.068
0.356	0.068
0.356	0.068
0.36	0.069
0.36	0.069
0.362	0.07
0.362	0.07
0.362	0.07
0.362	0.07
0.362	0.07
0.362	0.07
0.358	0.07
0.358	0.07
0.36	0.069
0.36	0.069
0.36	0.069
0.359	0.069
0.359	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.36	0.07
0.36	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.36	0.071
0.36	0.071
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.36	0.07
0.358	0.068
0.359	0.069
0.359	0.069
0.359	0.069
0.363	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.07
0.357	0.069
0.362	0.069
0.359	0.067
0.359	0.067
0.358	0.07
0.358	0.07
0.358	0.07
0.36	0.068
0.36	0.068
0.358	0.07
0.358	0.07
0.358	0.07
0.359	0.07
0.359	0.07
0.359	0.07
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.357	0.071
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.362	0.069
0.362	0.067
0.358	0.068
0.358	0.068
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.361	0.069
0.361	0.069
0.362	0.067
0.362	0.067
0.36	0.07
0.36	0.07
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.069
0.36	0.069
0.36	0.069
0.356	0.072
0.356	0.072
0.356	0.072
0.356	0.072
0.356	0.072
0.356	0.072
0.36	0.067
0.362	0.067
0.362	0.067
0.362	0.067
0.362	0.067
0.362	0.067
0.361	0.069
0.362	0.067
0.362	0.067
0.362	0.067
0.362	0.067
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.359	0.07
0.359	0.07
0.363	0.067
0.359	0.068
0.359	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.359	0.069
0.361	0.067
0.362	0.069
0.359	0.069
0.359	0.069
0.36	0.066
0.36	0.066
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.362	0.068
0.362	0.068
0.362	0.068
0.358	0.071
0.358	0.071
0.358	0.071
0.362	0.068
0.36	0.07
0.359	0.068
0.362	0.069
0.362	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.071
0.359	0.071
0.359	0.071
0.361	0.069
0.361	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.365	0.067
0.365	0.067
0.365	0.067
0.365	0.067
0.361	0.067
0.361	0.067
0.36	0.07
0.36	0.07
0.36	0.07
0.361	0.069
0.357	0.07
0.357	0.07
0.363	0.067
0.363	0.067
0.356	0.068
0.356	0.068
0.36	0.07
0.359	0.069
0.359	0.069
0.36	0.071
0.36	0.069
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.362	0.07
0.358	0.07
0.358	0.07
0.362	0.068
0.36	0.066
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.358	0.074
0.358	0.074
0.358	0.074
0.358	0.074
0.362	0.07
0.362	0.07
0.359	0.07
0.359	0.07
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.068
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.359	0.068
0.357	0.071
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.36	0.067
0.36	0.067
0.358	0.068
0.358	0.068
0.358	0.068
0.358	0.068
0.362	0.069
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.358	0.07
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.069
0.36	0.067
0.364	0.066
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.362	0.068
0.362	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.359	0.068
0.363	0.069
0.363	0.069
0.363	0.069
0.363	0.069
0.36	0.071
0.36	0.071
0.36	0.071
0.36	0.071
0.362	0.069
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.356	0.071
0.359	0.069
0.359	0.069
0.358	0.069
0.358	0.069
0.356	0.07
0.356	0.07
0.356	0.07
0.359	0.071
0.359	0.071
0.359	0.071
0.359	0.07
0.359	0.07
0.359	0.07
0.358	0.069
0.36	0.069
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.362	0.068
0.362	0.068
0.362	0.068
0.359	0.069
0.361	0.068
0.358	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.066
0.362	0.066
0.362	0.066
0.362	0.066
0.362	0.066
0.357	0.069
0.357	0.069
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.36	0.067
0.358	0.069
0.358	0.069
0.358	0.069
0.358	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.361	0.066
0.361	0.066
0.361	0.066
0.361	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.359	0.069
0.363	0.068
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.362	0.069
0.362	0.069
0.362	0.069
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.357	0.07
0.36	0.069
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.067
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.357	0.069
0.357	0.069
0.357	0.069
0.359	0.068
0.359	0.068
0.359	0.068
0.361	0.068
0.361	0.068
0.352	0.071
0.352	0.071
0.352	0.071
0.352	0.071
0.352	0.071
0.358	0.07
0.358	0.07
0.359	0.069
0.36	0.068
0.361	0.07
0.361	0.07
0.361	0.07
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.361	0.069
0.361	0.069
0.362	0.069
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.361	0.068
0.361	0.068
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.36	0.069
0.357	0.07
0.362	0.069
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.363	0.068
0.36	0.066
0.36	0.066
0.36	0.066
0.361	0.068
0.359	0.069
0.363	0.068
0.359	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.358	0.07
0.36	0.068
0.357	0.068
0.36	0.067
0.36	0.067
0.363	0.067
0.362	0.069
0.362	0.069
0.359	0.07
0.361	0.066
0.365	0.066
0.365	0.066
0.36	0.069
0.361	0.067
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.36	0.068
0.362	0.07
0.36	0.071
0.36	0.071
0.36	0.071
0.36	0.071
0.36	0.071
0.36	0.071
0.36	0.071
0.36	0.071
0.362	0.068
0.362	0.068
0.362	0.068
0.362	0.068
0.357	0.069
0.357	0.069
0.357	0.069
0.357	0.069
0.361	0.067
0.358	0.068
0.358	0.068
0.359	0.072
0.359	0.072
0.36	0.067
0.36	0.067
0.358	0.07
0.358	0.07
0.362	0.067
0.362	0.067
0.362	0.067
0.359	0.069
0.359	0.069
0.357	0.068
0.357	0.068
0.358	0.069
0.358	0.07
0.36	0.069
0.36	0.069
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
0.361	0.068
